Author,Title,Content,Views
Jorge Luis Borges,1971,"Dos hombres caminaron por la luna.Otros después. ¿Qué puede la palabra,qué puede lo que el arte sueña y labra,ante su real y casi irreal fortuna?Ebrios de horror divino y de aventura,esos hijos de Whitman han pisadoel páramo lunar, el invioladoorbe que, antes de Adán, pasa y perdura.El amor de Endimión en su montaña,el hipogrifo, la curiosa esferade Wells, que en mi recuerdo es verdadera,se confirman. De todos es la hazaña.No hay en la tierra un hombre que no seahoy más valiente y más feliz. El díainmemorial se exalta de energíapor la sola virtud de la Odiseade esos amigos mágicos. La luna,que el amor secular busca en el cielocon triste rostro y no saciado anhelo,será su monumento, eterna y una.   ""El oro de los tigres"",  (1972)
Jorge Luis Borges | ""Poesia Completa"", pág. 352 | Debolsillo, 3ª. edição, 2016",192971
Manuel António Pina,Palavras,"Palavras perpetradas em silêncio
na cama, lugar de assassinos.
Escondo-me para morrer. Nenhuma lógica é mais mortal
que esta estúpida perversão, esta morte.
 
Estúpidos lençóis; escrita de
corpos grosseiros; crimes passionais.
Falta-me uma palavra essencial,
um som perverso para morrer; um sonho.
Contraem-se os músculos na vigília.
Preciso do sono e do movimento dos corpos
para dirigir devidamente o pequeno crime
da tua morte. Agora calo-me um pouco.
Manuel António Pina | ""Todas as palavras - poesia reunida 1974-2011"", pág. 27 | Assírio & Alvim, 2012 ",125307
Florbela Espanca,As Quadras D’Ele I [15],"Quando fito o teu olhar
Tão frio e tão indiferente,
Fico a chorar um amor
Que o teu coração não sente.

",628526
Florbela Espanca,Último Sonho De Sóror Saudade,"Àquele que se perderá no caminho...  Sóror Saudade abriu a sua cela...E, num encanto que ninguém traduz, Despiu o manto negro que era dela, Seu vestido de noiva de Jesus.  E a noite escura, extasiada ao vé-la,As brancas maos no peito quase em cruz, Teve um brilhar feérico de estrela Que se esfolhasse em pétalas de luz!  Sóror Saudade olhou... Que olhar profundo Que sonha e espera?... Ah! como é feio o mundo. E os homens vaos! - Entao, devagarinho,  Sóror Saudade entrou no seu convento... E, até morrer, rezou, sem um lamento, Por Um que se perdera no caminho!...",628527
Fernando Pessoa,Mas eu não tenho problemas tenho só mistérios.,"Mas eu não tenho problemas tenho só mistérios.

Todos choram as minhas lágrimas, porque as minhas lágrimas são todos.
Todos sofrem no meu coração, porque o meu coração é tudo.
",1981789
Fernando Pessoa,ODE TO A WOMAN'S BODY,"For thou art two — thy woman's self and God
Thy Presence is a (...) mystery
Thy flesh is spirit looked on as eyes should
When they inquire of thought what is't to see?
Every limit is the visible road
To an invisible infinity",1981790
Fernando José dos Santos Oliveira,Sou alguém comum,"Sou alguém comum

Sou alguém comum, que a multidão de homens comuns esconde.
(ainda que charmoso não admitir).
Algumas vezes fui maior, menor, mais alto, mais baixo, mais feio, mais bonito.
Sou tão incomum quanto qualquer homem comum.
Algumas vezes nadei, outras, em corredeiras me arrebentei.
Já morri muitas mortes e em todas renasci;
Nem sempre certo, nem sempre errado,
às vezes sequer diferente.
Já desisti de viver muitos sonhos; jamais de sonhá-los.
Quando definirem amor, talvez eu diga que já amei,
ou que fui amado.
Não sei.
Mas, por Deus, eu sempre tentei.
Não sei se sei quem sou, ou mesmo se quero sabê-lo:
o que me encanta é a jornada.
Sou alguém que busca, e não sabe se quer encontrar.
Já senti saudades doloridas de mim,
Já me escondi, apavorado.
Já menti, já matei, já fiz chorar, já magoei, já pisei;
Mas eu me lembro de quando lutei verdades,
de vidas que dei,
de lágrimas que sequei,
das mágoas que tomei a mim,
e vejo marcas de pés no meu corpo, também.
Já chorei de dor,
ou por uma flor.
Já dei porradas e recebi outras tantas, dolorosas - e sobrevivi.
Já sorri sorrisos de todas as cores;
Já dei e me esquivei de muitos abraços;
Já beijei e fui beijado, de muitas formas:
dos falsos aos essenciais.
Já transei, já ""trepei"", já ""comi"";
e talvez um dia (sonho meu) eu venha a fazer amor.
Já tive amigos (e ainda os tenho, todos, mesmo que não se lembrem).
Tenho o corpo de quem abraça, mas também quero ser abraçado.
Já tive medo da morte, e já a desejei, e já a venci.
Já tive medo da vida, e já a desejei, e já a vivi
Sou alguém que caminha pela estrada,
às vezes de mãos dadas com a alegria;
outras, abraçado pela tristeza.
Tenho os pés no chão mas não me furto o prazer de voar.
Tenho os olhos tristes (já o disseram) mas consigo, aqui e ali, sorrir
- mesmo que para esconder.
Tenho estado num lugar ou noutro, nas horas certas e nas erradas.
Tenho sido vários e espero jamais ter que escolher um.
Tenho sido um pouco disso, daquilo e talvez mais,
e talvez menos.
Nada de mais, não!
Saio por aí, voando ou me arrastando, e sempre volto para aqui:
Sou alguém comum, que a multidão de homens comuns esconde.

",2818
Fabio di Ojuara,Íntimo,"Na alma
há mágoa
anágua
nua.
Teu âmago,
meu âmago.
Amor.

",1414
Flávio Sátiro Fernandes,Ofício da escrita,"Sento-me à máquina
e tento vencer,
numa hora imprópria
para menore, o desafio
da folha em branco.

Se as letras
não saltam,
não adianta
fazê-las pular
da esfera.

Penso que o defeito
é da máquina
e não da mente
que emperra.

Forço novamente
a escrita
e as palavras se espalham
cheias de bolor.

Armo-me com
uma chave de fenda
e desparafuso
as teclas
e a barra
com que preencherei
os espaços da memória.

O carro já não anda.
a não ser quando
eu engato
a marcha-retrocesso
de volta à vida.

A esta altura,
a máquina não é mais
que um montão
de letras delirantes
em ordem (an)alfabética.

Como recompor
o que a vida mecânica
teima em manter
sob o jugo do espírito?

Jogo para o alto
os tipos enferrujados
e eles caem de papo pro ar.

No caos maquinário
e digital,
restam, apenas,
o til, o circunflexo,
o grave e o agudo acento
e mais a crase limpa,
de uso racional,
entre parênteses
que se derramam tristes,
prendendo o que resta
de mim na folha branca,
desafiadoramente branca.

",4412
Rosani Abou Adal,Semifusa de Pétalas,"Se as rosas expressassem meus sentimentos,
o roseiral seria uma orquestra
de melodias divinas,
os botões não murchariam,
brotariam a cada amanhecer
como um acorde harmônico.
Os espinhos, uma canção serena.
Pausa. Uma semibreve,
uma semifusa de  pétalas.
Silêncio. As flores vibram acordes.
Uma melodia nasce em minhalma.
Não sei mais quem sou.
Pétala,
rosa,
acorde?

",5628
Delores Pires,Inverno,"Tremendo de frio
o cãozinho enovelado
espia a paisagem.

Avançada em anos
a cabeça do velhinho
contando geadas.

",1830
Luiz Guimarães,Metamorfose,"Meu coração repleto de esplendores
Como as grutas fantásticas do Oriente,
Será digno de ti.  Por ti somente
Foi que eu junquei meu coração de flores.

Por ti despi-o das passadas cores,
Por ti sequei a lágrima pungente,
Que gotejava como o orvalho ardente,
Silenciosa sobre as minhas dores!

Entra.  Percorre estes vergéis risonhos,
Calca a sorrir a terra umedecida
Onde palpita o mundo dos meus sonhos.

Fica, porém, atenta e prevenida;
Hás-de ouvir, muitas vezes, os medonhos
E surdos ais de uma ilusão perdida.

",1678
Maria do Carmo Verza Sartori,O Íntimo da Rosa,"O íntimo da rosa busca reentrâncias
retorna a si
despetálam-se uma a uma
as camadas que nos protegem

Somos sãos
círculos...
Somos sons, cores, bichos...

Somos a rosa!
perfume, mistério, juventude
fugaz beleza
essência divina que sempre retorna.

",1880
Marco Antônio Rosa,Ode,"Velha mochila
companheira de viagens,
verde testemunha de trilhas
nem sempre silenciosas
serva muda de meu
incansável capricho
de acumular lembranças
dos lugares por onde passo
e tento deixar alguma
que realmente sirva,
pouco ou nada
recebendo em troca
a não ser o suor
que escorre de meu corpo
e nos banha a ambos
sob o mesmo sol.

",1925
Mário Donizete Massari,Muito pouco,"Todo sonho é pouco
Todo esforço é pouco

— para vivermos esta vida.

O poeta
derrama seus versos
na avenida,
São versos tristes.

Ele (como qualquer pessoa)
sabe
que o nada é tudo
perante o povo
e que o pouco é tudo
que se consegue.

E ele grita seus versos
para um mundo
louco e sem ouvidos.

",17621
Mário Donizete Massari,Jogada,"João rola a bola
que mais se embola

Num rolo a bola rola
enrolando João

Que já não tem como sair
do rolo, do bolo
que enrolou sua vida

(numa mesa de bilhar)

",17622
Milena Azevedo,O Cinema,"Luzes, estrelas, milhões
Fama, sorte, canastrões
Humor, terror, drama, fantasia
Este é o mundo onde o cinema gira.

Eleva o nosso sonho
à condição de super-astro
Faz da nossa imaginação
a estrela principal.

Faz-nos emocionar,
rir, chorar, cantar
Embeleza o nosso caminho,
glorifica o nosso mundinho.

Ganhei, perdi, morri, revivi...
Nem sei quantas lições aprendi,
nem sei como posso agradecer-te
meu bom e velho cinema.

",2376
Leonardo,Memórias,"Você foi a maior das minhas amarguras
E vive até hoje na minha loucura
E foi a mais cruel de todas as vitórias
E faz parte do livro das minhas memórias
Lembrar de que nada de bom,
Você me deu, só machuca alguém
Que não viveu

Vou recomeçar,
Vou tentar viver
Vou tirar você da minha vida
E pra não chorar
Antes de partir
Vou tentar sorrir na despedida

Agora que voltei à minha realidade
Tentando me esquecer,
De que tudo foi verdade
Vou rebuscando,
Fundo nas minhas memórias
Pra riscar você da minha história

",1098
Madi,Ontem,"Ontem

Ontem, tu me perguntastes — tal qual um adolescente —
se eu não tinha feito para você nenhum poema

Não escrevi para você, meu amor, o menor poema,
mas fiz mais do que isso
Mais do que escrever versos,
tirei os dois últimos dias apenas para pensar em ti

Maior do que todos os poemas que já te dei
foram as horas desses dias
que passei sonhando acordada
com o seu corpo sobre o meu,
com a sua boca sobre a minha,
com o toque suave da sua mão
entre as minhas coxas
e com todas as juras
que me faz jurar esse amor

Com a ausência, senti sua falta
e gastei meus dias com essas delicadezas
Só a sua presença poderia superar essa mesura,
porque nem mesmo um conto inteiro que eu fizesse
seria capaz de substituir tamanha ternura

A divagação desses dias
foi além de todas as palavras
cabíveis em um poema

És maior do que os versos
que eu possa vir a escrever
Por que, então, me perguntastes
se para você eu sou capaz de fazer a vida
quanto mais um poema?

",7094
Ieda Estergilda,Anúncio Urgente,"Procura-se um poeta
com estrela na testa
e voz de profeta.

Apareça, poeta
enxergarei a estrela
entenderei a parábola.

Precisa-se de um poeta
do tamanho do seu tempo
pode vir de marte, do mato
ou no vento.

Precisa-se de um poeta
dispensa-se currículo
o nome do barco é poesia.

",2051
Mariana Ianelli,Para amanhã,"Faz tua
casa um fragmento de alma,
cobre o teu pensamento.
Vai, que estás em tempo de colher-te,
um minuto para ser teu.
Interrompe tuas regatas desbravadas,
saídas das marinas solitárias,
e retribui para terra a demonstração das tuas patas.
Que não há segunda vez,
um homem se esgalha da marga ou desiste.
Para terra dá teus domingos desagradáveis e os risíveis.
Fica lasso, pétala urdida no sol e na água.
Vai, capaz de crescer.

",2193
Weydson Barros Leal,Noite,"Docemente o tempo soava, ela contou como a noite que habitava seu corpo.

(as meninas choram quando perdem teorias,
os meninos também criam teorias,
as meninas e os meninos choram)

Não sei se agora é acordada a menina,
pareceu mulher.

Doce mulher de pele noturna e olhos de amêndoa madura,
não voltará a vê-la o beijo que imaginei...

Pintamos o outro com o que chamamos afinidade — ela falou —
e há pessoas em que vivemos, em quem sabemos
a cumplicidade — lhe falei.

(há os olhos e os dentes por se tocar — a música dos gestos é sempre incerta
como os corpos — esta sinfonia de cores e de líquidos...)

É assim que lhe desperta sua fragilidade de deusa ou amêndoa colhida.
É assim sua teoria.

Nota:
Este poema inspirou ""Buscando a Teoria"", de Soares Feitosa.

",1984
Ruy Pereira e Alvim,Desencanto,"Eu canto o canto
do meu desencanto.

Eu canto a lua
de pele manchada,
despudorada
com astronautas
de quarto em quarto
e nua.

E canto o medo
e as pequenas covardias
que no dia a dia,
em segredo,
fazem as minhas heresias.

Canto o tempo esgotado,
porque, na hora,
o deserto é pranto.
E o meu corpo chora
sem o recado,
que sublimará o meu canto.

",4757
Felipe da Silva,FUGA,"A fuga
    De todos os males
    É a morte;
    O mal maior.

    25/06/1995

",7651
Luís da Silva,PRIMEIRA VISTA,"Por entre as cabeças e máscaras
    Que me rodeiam nas noites escuras das casas noturnas;
    Cruzando os mares, os céus e os infernos,
    Além ombros de falsas felicidades,
    Em danças e risos falsos de falsidades mil,
    Na penumbra, na luz fosca que mostra um nada,
    Lá está; uma luz de um olhar,
    Um ponto brilhante bem formado
    Numa íris carnal,
    Um sorriso cor de pérola,
    Uma mulher.

    Nada mais existe,
    Nada está presente no tudo.

    Estou apaixonado.

    Como pode, num frio e seco instante físico,
    A flecha do cupido – luz do olhar –
    Acertar um coração partido
    Que jaz colado está.

    Arde o amor suspirado
    D´um poeta calado
    A se apaixonar.

    Ah, deuses do Olimpo,
    Por que brincam com minha alma?
    Por que fazem de mim um ser patético?

    Um dia hei de voz agradecer em pessoa
    Por ter sido idiota tantas vezes;
    Sou feliz em vários instantes;
    Sou triste em vários instantes;
    Vivo a vida a cada instante.

    04/11/01

",6873
Felipe Larson,BELA ELÉTRICA APRENDIZ,"O teu sorriso
    O teu destino
    Me diz com não te amar?

    O teu segredo?
    Teve algum beijo?
    Me diz como não te desejar?

    Te dei a rosa
    Te dei a vida
    Você não soube aproveitar
    Agora chora
    Não vejo a hora
    De isso tudo terminar

    Agora liga
    Nem desperdiça
    Solta a verdade no ar

    Mas não tem volta
    Vê se você se toca
    Pra depois não se machucar

",7845
Felipe Larson,IGUAIS,"A mesma forma de olhar
    Do mesmo jeito de amar
    Querendo colher as flores
    Do mesmo jardim

    Quase um segundo
    Quase sem querer
    Do jeito que veio ao mundo
    Do jeito de ser

    Quem foi que falou que não temos saúde? (a burguesia)
    Quem foi que falou que somos pobres? (a burguesia)

    Vamos mostrar a nossa raça
    Vamos mostrar a nossa cara
    Devemos ser iguais

    Vamos brigar pelos mesmos ideais
    A igualdade já me satisfaz
    Ouçam bem a minha narração
    Pra conhecer a nossa geração

    Muitas vidas, muitos mestres
    Quem diria, quem te segue
    Um dilema, um problema
    De ordem e progresso

    Quem foi que falou que não temos direitos? (a burguesia)
    Quem foi que falou que não somos sinceros? (a burguesia)

    Vamos mostrar a nossa raça
    Vamos mostrar a nossa cara
    Devemos ser iguais

",7846
Felipe da Silva,CIÊNCIA,"Ó ditosa ciência
    Câncer da humanidade
    Veio tirar de minha consciência
    Minha pouca felicidade.

    Homem, por que criastes a razão?
    Por que?
    Para ferir meu coração?
    Para transformar meus sonhos em solidão?

    Veja este céu estrelado
    De tão profundo fundo negro
    Graças a ti é agora
    Apenas corpos celestes em orbita.

    E tu, maravilhosa lua
    Poesia aos apaixonados,
    Agora apenas um satélite empoeirado.

    Que queres mais tirar de mim,
    Ciência de maldade sem fim?
    Quem sabe o sentimento?
    Quem sabe, da felicidade, o feliz momento?

    Como posso ser poeta
    Num planeta de concreto e pedra?
    Este globo, agora uma simples esfera
    Nem boa deixaste-me a atmosfera.

    26/06/2001

",7652
Geraldo Pinto Rodrigues,Pélvicas Angras,"Pélvicas angras
aonde veleja
meu barco ébrio
entre suores.
Meu barco púbico
roçando o porto
de tuas ancas,
nos desesperos.

Se a quilha agito
qual um corcel,
nos descampados
já faço água
neste batel
desgovernado
nos teus desmandos.

Só sigo a viagem,
mais confortado,
quando fundeio
nos teus abraços.

Enfim, assédios
de muitos frêmitos
me desintegram
nos teus penhascos!",1826
Luís da Silva,DESEJO,"Quando olho seu rosto
    Vejo duas mulheres;
    A mulher do dia-a-dia
    E a mulher da noite.

    Posso ver você num baile
    De vestido longo,
    Cabelos lindamente arranjados,
    E olhos pintados.

    Na sua boca
    Um batom insinuante
    Ao mesmo tempo discreto;
    De uma boca quente pedindo um beijo.

    Tudo em você é perfeito,
    Sua face, suas mãos e seu corpo.
    Não vejo defeitos,
    Gostaria de sentir seu cheiro;
    Um beijo do seu sempre...

    02/09/1999

",6874
Andres Provi Pereira,"Mia, Vulevo a ti","luego...

Mía, vuelvo
a tí luego de los años de ausencia camino por doquier mis pies me guien
y me hiere la nostalgia que piensa en el ayer, ese ayer de aventuras
y locuras juveniles que tejieron ilusiones en cada tarde de arena y
frente al mar cromado una vez más siento la brisa serena Mía, los días
y los años de milejanía te han cambiado, más hermosa y madura eres,
camino por tus calles llenas de recuerdos y las esquinas aún conservan
las travesuras de mi infancia y los días tempranos de la adolescensia.
Hoy te palpo y a los ojos puedo mirarte, tus lágrimas se confunden con
las mías y se que amas mi presencia. Mía, cómo no amarte, cómo estar
lejos y no adorarte si de ti mi vida está llena, mi vida está formada.
Llevo muy dentro el amor de tus raíces y tu dulce savia a hago mía y
me hago tuyo, se que amas mi presencia. Cómo olvidarte, en ti están
mis días de la secundaria, hoy recorro las aulas, hay tanto de mí y
los pupitres me recuerdan, mi lugar favorito, la cueva de rocas, hoy
está solitaria. Mía, tus palmeras y el sol ardiente me recuerdan las
tardes domingueras cuando tu mar me cubría de alegría, cuando sumergido
en tus aguas de colores buscaba la barracuda que Simón tantas veces
pregonaba, tiene ojos verdes, lágrimas azules y es hermosa, la busque
y nunca, nunca pude hallarla. Te amaré por siempre mía, perla del mar
olorosa.

",1079
Mauricio Segall,O voraz saboreio,"O voraz
saboreio de cada milímetro
da tua epiderme cor de centeio
das costas aos seios da fronte aos poros
dispostos nas teias de veios azulados
que tateio com lábios sem peias
e leio com olhos que seguem amorosos
todo meneio ameno e ondular sereno do laceio
dos músculos e do recheio carnudo pleno que mordo com dentes afiados
de permeio aos suspiros dolentes na procura do odor perfumado
nas grutas dispersas que cheiro em todo teu corpo macio e cheio
desejado sofregamente na expressão máxima
do meu inexaurível amor anseio.

",4176
Carolina Vigna Prado,Angústias de uma espera,"Deixei o telefone no máximo na esperança de você ligar.
Percorri bares, restaurantes, esquinas, lares.
Te escrevi dezenas de cartas que nunca entreguei.
Arrumei a casa.
Comprei roupa.
Fui aos lugares que você freqüenta.
Tentei largar o cigarro.
Me perfumei.
Me tornei feminina.
Mudei meu horário.
Emagreci.
Amei os teus.
Te liguei, disseram que  tinha saído.
Te pedi, você não respondeu.
Fiz planos.
Comprei espartilho, cinta-liga e lingerie.
Te fiz cafuné.
Me fiz disponível.
Consertei a cama.
Comprei lençóis.
Fiz cópia da chave para o caso de você ficar.
Tomo pílulas para o caso de você querer.
Carrego sua foto na minha carteira.
Aprendi a andar no seu bairro.
Chorei por você.
Ri com você.
Ri de você.
Não me importei com seu atraso.
Inventei você ao meu lado.
Te convidei para entrar.
Te convidei para ficar.
Te contei tanto.
Te dei a chave.
Te desejei.
Te atrapalhei.
Te sufoquei.
Te matei.
E você nem percebeu.

",1637
André de Figueiredo Mascarenhas,Soneto,"Quando o Sol na mais alta pira ardia
Nas distâncias igual do ocaso à Aurora,
Diógenes, que o raio não ignora,
Com uma Luz pelas ruas discorria.

Que pretende essa estranha fantasia,
Ou que queres Diógenes agora,
Que essa Luz te descubra, que em tal hora
Não to mostre melhor a Luz do dia?

Mas se buscas um homem porventura,
Em quem nada condenes, nada acuses,
Bem que o vejas à Luz, que tudo apura.

Esse deixa farol, da Luz não uses,
Que como o homem capaz tem sorte escura,
Não se costuma achar nunca com Luzes.

",1073
Abrahão Cost'Andrade,Mulãria da Macambária,"JOANA foi embora.
Embora não soubesse o lugar
em suas veias.
Havia uma ponte esquiva tocando duas margens de
um rio de pedra, rio de pedra, de pedra rio.
Joana não sabia que a pedra
era bebível.
Atravessou a ponte de fibras, tensa
com passos dormentes, surdo-mudos.
A primeira palavra
aprendida por Joana
foi água.
Com treze anos, água.
Da água fez uma canção...
A canção de Joana fazia chover.
Ela imitava o som do violão:
""água água água e o som do violão"".
Quando Joana foi embora
os braços de João ficaram mais femininos.
Ela tinha tendência para o bem, com todo aquele olhar malígno.
Joana pequenina chorava:
Mulãria da Macámbaria

",2551
Batista de Lima,A casa de meu avô,"A casa de meu avô
tem histórias que o vento
esqueceu nas cumeeiras

Traços traçam
amarelo de tempo
nas pessoas dos retratos
No chapéu de meu avô
o peso do esperar
pendurou-se nas abas

O último cachorro
deixou seu jeito no canto da porta
seu grito no longe da serra
e no susto dos bichos

Nos varais as marcas dos panos
se envergonham de nudez
Nos baús o cheiro dos lençóis
espera a vida
que se esvaiu pelas frechas

A casa de meu avô
é uma dor sem jeito

",1886
Ricardo Kelmer,Remanso,"Espreguiçar meus olhos lentos
Pelo teu jeito manso
E se deixar assim sossegando de repente
Sem ranço a gente se chegando
Feito gato dengoso nas pernas da gente

Bocejar meus olhos sonolentos
Pelo teu corpo manso
E adormecer de descanso o meu corpo dormente
Feito remanso na gente se aninhando
Feito gato dengoso no teu colo quente

",2883
Hoelderlin,O ARQUIPÉLAGO,"(estrofes
iniciais)

Tornam os grous de volta a ti, e buscam curso
Para tuas margens, de volta, os navios? respiram desejados
Ares em torno da maré pacificada, e ensolara o golfinho,
Atraído da profundeza, à nova luz, seu dorso?
Floresce a Jônia? é tempo? pois sempre que é primavera,
Quando aos viventes o coração renova-se e o primeiro
Amor desperta aos humanos e de tempos áureos a lembrança,
Venho a ti e te saúdo em tua quietude, Ancião!

Sempre, Poderoso, vives ainda e repousas à sombra
De tuas montanhas, como vivias; com braços de moço abraças
Ainda tua terra amável, e a de tuas filhas, Pai!
De tuas ilhas, ainda, as floridas - nenhuma está perdida.
Creta está aí, e verdeja Salamina, crepusculada de louros,
Circunflorida de raios; à hora do nascente eleva
Delos sua cabeça inspirada, e Tenos e Quios
Têm de frutos purpúreos quanto basta; de colinas bêbadas
Jorra a bebida de Chipre, e de Caláuria tombam
Ribeirões de prata, como outrora, nas velhas águas do Pai.

Vivem ainda todas elas, as mães de heróis, as ilhas,
Florindo de ano para ano, e se por vezes, do abismo
Desvencilhada, a flama da noite, a tempestade dos ínferos
Empolgou uma das belas, e essa moribunda se afundou em útero -
Oh Divino! tu aturaste - pois à flor das escuras
Profundezas, muita coisa já te nasceu e sucumbiu.

",1700
Birão Santana,Ânfora Perfumada,"É preciso
que não haja motivos
para se curvar.

Que os olhos
contemplem todos os olhos.

Que as palavras
confirmem todas as práticas.

Do contrário,
quando nos visitem
as horas do testemunho,
tal qual os
Doutores da Lei em casa de Simão
ante a presença insólita:

Madalena,

com a ânfora perfumada para o Mestre,
não fiquemos cabisbaixos
pela flagrante incapacidade
de mostrar superioridade moral.

",3276
André Ricardo Aguiar,Haicai,"minúscula caixinha, amor,
- templo que não se escreve dó
mas a primeira nota

",2744
Silva Avarenga,Madrigal XXIX,"Não desprezes, ó Glaura, entre estas flores,
Com que os prados matiza a bela Flora,
O jambo, que os Amores
Colheram ao surgir a branca Aurora.
A Dríade suspira, geme e chora
Aflita e desgraçada.
Ela foi despojada... os ais lhe escuto...
Verás neste tributo,
Que por sorte feliz nasceu primeiro,
Ou fruto, que roubou da rosa o cheiro,
Ou rosa transformada em doce fruto.

",2745
Romero Tavares da Silva,Saudade,"Saudade em mim não falta
Por ter conhecido singela dama
Moça de estirpe tão alta
Que por ela todo o meu ser clama.

A princípio notei seu perfume
Me aproximei e percebi seu encanto
Me enredei em situação tão grave
Mas depois, sua lembrança foi um acalanto.

Acalanto do qual eu fugia
Como antigamente em alto mar temia
O marinheiro, da sereia, o canto.

Ao voltar como cometa ou estrela Dalva
Ela me ofuscou com sua tez tão alva
Que seu fulgor ainda me causa espanto.

",1503
Rodrigo Otávio,Na Alcova da Sultana,"Na azul e perfumada alcova em que ela dorme,
Dorme também aos pés da cama aurilavrada
De um urso branco a pele aveludada, enorme,
De pérolas azuis e gema entressachada.

Sai da rubra goela hiante, escancarada,
Pontiaguda, eriçada a dentadura informe,
Guardando noite e dia a azul e perfumada
Alcova em que a gentil sultana sonha e dorme.

Quando o sol de manhã no leito vem beijá-la,
As pálpebras descerra, os braços estendendo
No ar, aberto o roupão de linho cor de opala.

Sai do leito: no quarto entorna-se um perfume,
E os olhos de esmeralda o urso crava com ciúme,
No espelho, um outro olhar, cúpido a vê-la, vendo.

",1127
Mário Donizete Massari,Dos caminhos,"Dos caminhos nada sei
a não ser os passos incertos que dei
vez ou outra sem saber os achei
e me perdi ao encontrar você

Dos caminhos nada sei
a não ser o brilho dos olhos
a construir o trajeto e as
mãos vazias a tatear um verso

Os caminhos me são estranhos
assim como o são esses seres
que nada dizem, apenas me vêem
como um entre tantos

Os caminhos me fogem às mãos
e persigo-os de fato
itinerário incerto
pés descalços . . .

",17623
Mário Donizete Massari,África,"(uma canção)

Negra paisagem
fere os olhos
de quem pode ver

e o medo guardado
pode a qualquer hora explodir

O palco que encena
os homens sensatos
que fazem a guerra
como quem começa
a viver

e nunca dão trégua
para que se possa
renascer

E rola no espaço
dor estilhaço
pedaços de vida
que a inconsciência
condenou

África continente
negra paz céu azul
explorada e servil

África fome e guerra
condenada e  tão bela
irmã do povo Brasil

",17624
Maria Aparecida Reis Araújo,Passos,"Do exílio à execração
o tempo se extingue
abrindo caminho de urzes.

do lenho à caída, holocausto
sangra sudário suor e sede.

E desde a profecia sem limites, o amor.

",2811
Marigê Quirino Marchini,Viagem,"Num pressentir sem bússola e sem âncora
porões, navio fantasma, veios dágua,
negra escotilha, rostos, peixes, luas,
bebem do céu o azul já mareado;

dias de sal trabalham este convés,
içar de vela, albujarrona, mastros,
fiel prendendo em austro vento além
de horizontes, as pérfidas paisagens,

e um capitão Ahab desse sonho,
monstro e dono feroz dessa procura,
ódio e amor, caçado e caçador,

nos profundos corais do cachalote
a bússola a buscar o pólo norte
a âncora a fincar chão nesta loucura

",4714
Ona Gaia,Diferença,"Nada que retorna é o mesmo
tampouco é cópia
do que sempre foi...
se você não é aquele
muito menos o será depois
pois aquele não é o mesmo
que um dia lhe pareceu que foi

tudo que retorna é o próprio
tão diferente
do que um dia foi
que aquele que um dia foi sapo
hoje é poeira
quiçá amanhã?
novamente estrela...

",6314
Fernanda Lohn Ramos,Gostaria,"Gostaria de saber
o que teu silêncio possui
que algo interessante
que...
chega a doer os ouvidos,
pensar no que pensas
chega a me envergonhar
querer o que queres,
chega a quase ser tão puro
tão inocente
mas só quase...

",3277
Francisco Bernardino Ribeiro,Ode,"(Ao Algoz de 24 de maio de 1833 - S. Paulo)

Eu vi um homem?... ou me ilude a mente!
Que horror que eu sinto!... Homem! não, não eras,
Tranqüilo fratricida.
Como pudeste, ó monstro,
Áridos olhos atentar na vítima
Desfalecida, exangue?

Como pudeste impávido roubar-lhe
Miseranda existência com os redobres
De angústias repetidas,
Sem o brado ouvires,
Que dentro da alma rompe, e clama: ""É homem,
E homem desgraçado?!""

Como o pudeste sem arrepiar-te
As carnes frio horror?  Sem ver diante
Esquálido fantasma
Habitador dos túmulos,
Com a mirrada mão prender-te os braços,
""É teu irmão!"" — chamar-te?

Que é desse coração, que o ser te alenta?
Ainda palpita?  Não.  Quente de crimes
O sangue infeccionado
Dispara só arrancos.
E cada arranco ordena um atentado.
Deixaste de ser homem!

És aborto do inferno, ente perverso,
Nasceste apenas para ser vergonha,
Opróbrio da existência.
É mais que tu ditoso
Aquele que arrojaste à sepultura
Que tuas mãos cavaram.

Esse ostentou furores desastrosos;
Mas não mostrou à face do Universo,
Que surdo à natureza,
Já saciado tigre,
Em paz — com as garras meneava a morte
Para extinguir humanos!

",1607
Flávio Villa-Lobos,Desencontro,"Tantas mentiras dissemos um
ao outro
querendo esconder a verdade
que nos atinge.
Pertencemos a mesma sina
cantamos a mesma música
somos o vértice
da mesma esquina.

Paira no ar um certo
desvario
(depois de tua enésima partida)
e me faz pensar
como a vida
é cheia de lugares vazios,
de tolos pensamentos,
de horas mal vividas.

",3717
